Node Name	Level	Type
63_1111111111	0	I
47_1111111111	1	I
62_1111111111	1	I
39_2110101121	2	I
46_0112011012	2	I
54_1111111111	2	I
61_1111111111	2	I
35_2110101021	3	I
38_2100101221	3	I
42_0112011012	3	I
45_0112011012	3	I
50_1111101111	3	I
53_1112111121	3	I
57_2111111111	3	I
60_1121111111	3	I
33_2110101021	4	I
34_2110101021	4	I
36_2100101221	4	I
37_2100101221	4	I
40_0112011012	4	I
41_0112011012	4	I
43_0112011012	4	I
44_0112011012	4	I
48_2111101101	4	I
49_0111001221	4	I
51_0122211121	4	I
52_2212112221	4	I
55_2111111111	4	I
56_2112111211	4	I
58_0122211111	4	I
59_1121101111	4	I
1_2110101021	5	L
2_2110101021	5	L
3_2110101021	5	L
4_2110101021	5	L
5_2100101221	5	L
6_2100101221	5	L
7_2100101221	5	L
8_2100101221	5	L
9_0112011012	5	L
10_0112011012	5	L
11_0112011012	5	L
12_0112011012	5	L
13_0112011012	5	L
14_0112011012	5	L
15_0112011012	5	L
16_0112011012	5	L
17_2121101100	5	L
18_2111101201	5	L
19_0111001221	5	L
20_0111001221	5	L
21_0122211121	5	L
22_0122211121	5	L
23_2212112221	5	L
24_2212112221	5	L
25_2100101000	5	L
26_2112111211	5	L
27_2112111211	5	L
28_2112111211	5	L
29_0122211221	5	L
30_0122211111	5	L
31_1121101111	5	L
32_1121001111	5	L
