Node Name	Level	Type
37_1111111111	0	I
30_1111111111	1	I
36_1111111001	1	I
22_1111111111	2	I
29_1111111111	2	I
32_1110101001	2	I
35_1111111001	2	I
20_1111101011	3	I
21_2111111211	3	I
25_1111101111	3	I
28_2212111101	3	I
13_2110101001	3	L
31_0110201001	3	I
33_1111101001	3	I
34_2111111000	3	I
1_1111001011	4	L
2_1111101001	4	L
3_2111101221	4	L
4_2112111201	4	L
23_1111001111	4	I
24_2111101211	4	I
26_2222112101	4	I
27_2212110000	4	I
14_0110201001	4	L
15_0110201001	4	L
16_2100101000	4	L
17_1111001001	4	L
18_2112111000	4	L
19_2100101000	4	L
5_1101001221	5	L
6_1111001001	5	L
7_2111101221	5	L
8_2111101201	5	L
9_2222112101	5	L
10_2222112101	5	L
11_2212110000	5	L
12_2202110000	5	L
